type,location,bedroom,bathroom,size_sqm,price
Apartment, Degla,3,2,145,1350679
Apartment, Al Andalus District,3,2,177,1355000
Apartment, Al Andalus District,3,2,177,1355000
Apartment, Zahraa El Maadi,3,2,142,1363200
Apartment, The 5th Settlement,3,2,163,1363250
Apartment, New Capital Compounds,2,2,120,1363344
Apartment, Mostakbal City Compounds,3,2,149,1372889
Apartment, New Cairo City,3,2,140,1381999
Apartment, 5th Settlement Compounds,1,2,88,1400000
Apartment, Cairo,2,2,89,1400000
Penthouse, 5th Settlement Compounds,2,2,95,1400000
Apartment, Cairo,2,2,96,1400000
Apartment, Rehab City Third Phase,3,2,108,1400000
Apartment, Cairo,3,2,116,1400000
Apartment, Degla,2,2,123,1400000
Apartment, 5th Settlement Compounds,2,2,125,1400000
Apartment, 5th Settlement Compounds,2,2,128,1400000
Apartment, 5th Settlement Compounds,3,2,133,1400000
Apartment, 5th Settlement Compounds,2,2,134,1400000
Apartment, 5th Settlement Compounds,2,2,134,1400000
Apartment, Hay El Maadi,3,2,134,1400000
Apartment, Ard El Golf,2,2,140,1400000
Apartment, El Lotus,3,2,140,1400000
Apartment, 5th Settlement Compounds,3,2,145,1400000
Apartment, New Capital City,3,2,148,1400000
Apartment, Almazah,3,2,150,1400000
Apartment, New Capital Compounds,3,2,153,1400000
Apartment, 6th Zone,2,2,160,1400000
Apartment, El Lotus,3,2,160,1400000
Apartment, The 5th Settlement,3,2,163,1400000
Apartment, Cairo,3,2,165,1400000
Apartment, North Investors Area,3,2,167,1400000
Apartment, Al Andalus District,3,2,175,1400000
Apartment, 2nd Area,3,2,180,1400000
Apartment, Shorouk City,3,2,185,1400000
Apartment, 8th Zone,3,2,190,1400000
Apartment, 8th Zone,3,2,200,1400000
Apartment, 1st Zone,3,2,200,1400000
Duplex, Abou El Houl,3,2,260,1400000
Apartment, 8th Zone,4,2,280,1400000
Apartment, El Lotus,3,2,162,1417000
Apartment, Al Hadaba Al Wosta,3,2,167,1419500
Apartment, Al Sefarat District,3,2,156,1420000
Apartment, North Investors Area,3,2,187,1425000
Apartment, 5th Settlement Compounds,2,2,140,1430000
Apartment, New Cairo City,3,2,160,1431997
Apartment, New Cairo City,3,2,160,1431997
Apartment, New Cairo City,3,2,162,1431998
Apartment, 5th Settlement Compounds,2,2,120,1432000
Apartment, Zahraa El Maadi,3,2,141,1438200
Apartment, Ring Road,2,2,108,1439913
Apartment, Ring Road,2,2,108,1439913
Apartment, Ring Road,2,2,108,1439913
Apartment, Ring Road,2,2,108,1439913
Apartment, Ring Road,2,2,108,1439913
Apartment, 5th Settlement Compounds,2,2,144,1442585
Apartment, 5th Settlement Compounds,2,2,144,1442585
Apartment, New Cairo City,3,2,185,1443000
Apartment, New Cairo City,3,2,158,1446394
Apartment, Zahraa El Maadi,3,2,142,1448400
Apartment, Zahraa El Maadi,3,2,138,1449000
Apartment, Zahraa El Maadi,3,2,138,1449000
Apartment, Zahraa El Maadi,3,2,138,1449000
Apartment, Mostakbal City Compounds,2,2,79,1450000
Apartment, Mostakbal City Compounds,2,2,79,1450000
Apartment, Cairo,2,2,89,1450000
Apartment, Cairo,2,2,96,1450000
Apartment, Cairo,3,2,103,1450000
Apartment, Al Rehab,3,2,107,1450000
Apartment, 5th Settlement Compounds,2,2,121,1450000
Apartment, Zahraa El Maadi,2,2,134,1450000
Apartment, 5th Settlement Compounds,3,2,143,1450000
Apartment, Zahraa El Maadi,3,2,150,1450000
Apartment, El Lotus,3,2,159,1450000
Apartment, El Lotus,3,2,160,1450000
Apartment, 5th Settlement Compounds,3,2,180,1450000
Apartment, Degla,3,2,186,1450000
Apartment, Shorouk City,3,2,188,1450000
Apartment, 5th Settlement Compounds,3,2,199,1450000
Apartment, Al Sefarat District,4,2,205,1450000
Apartment, Al Sefarat District,4,2,205,1450000
Apartment, Cairo,4,2,187,1450476
Apartment, 5th Settlement Compounds,2,2,110,1452000
Apartment, Mostakbal City Compounds,2,2,138,1460000
Apartment, New Capital City,3,2,150,1462500
Apartment, New Capital City,3,2,136,1468800
Apartment, Al Andalus District,3,2,171,1474875
Chalet, New Capital Compounds,3,2,148,1480000
Apartment, Al Andalus District,3,2,185,1480000
Apartment, Al Andalus District,3,2,185,1480000
Apartment, Al Andalus District,3,2,185,1480000
Apartment, Al Andalus District,3,2,185,1480000
Apartment, El Shorouk Compounds,3,2,134,1480235
Apartment, El Shorouk Compounds,3,2,134,1480235
Apartment, El Shorouk Compounds,3,2,134,1480235
Apartment, El Katameya Compounds,1,2,116,1480500
Apartment, El Katameya Compounds,1,2,80,1481000
Apartment, New Cairo City,3,2,173,1487800
Apartment, El Katameya Compounds,3,2,135,1491750
Apartment, New Capital City,3,2,150,1495000
Apartment, Sheraton Al Matar,2,2,120,1499999
Apartment, 5th Settlement Compounds,2,2,135,1499999
Studio, 5th Settlement Compounds,1,2,88,1500000
Apartment, Mostakbal City Compounds,2,2,89,1500000
Apartment, Cairo,2,2,96,1500000
Apartment, Cairo,2,2,96,1500000
Apartment, Cairo,2,2,96,1500000
Apartment, Cairo,2,2,96,1500000
Apartment, Mostakbal City Compounds,2,2,100,1500000
Apartment, South Teseen St.,2,2,110,1500000
Apartment, South Teseen St.,2,2,110,1500000
Apartment, South Teseen St.,2,2,110,1500000
Apartment, Sheraton Al Matar,3,2,112,1500000
Apartment, Sheraton Al Matar,3,2,115,1500000
Apartment, Sheraton Al Matar,3,2,115,1500000
Apartment, 5th Settlement Compounds,2,2,129,1500000
Apartment, 5th Settlement Compounds,2,2,132,1500000
Apartment, 5th Settlement Compounds,2,2,133,1500000
Apartment, 5th Settlement Compounds,2,2,134,1500000
Apartment, New Capital City,3,2,135,1500000
Apartment, 3rd District West,4,2,135,1500000
Apartment, 5th Settlement Compounds,3,2,144,1500000
Apartment, Heliopolis - Masr El Gedida,3,2,150,1500000
Apartment, Al Narges,3,2,170,1500000
Apartment, Al Narges,3,2,170,1500000
Apartment, 1st Zone,3,2,170,1500000
Apartment, New Maadi,3,2,181,1500000
Apartment, North Teseen St.,3,2,184,1500000
Apartment, 9th Zone,3,2,185,1500000
Apartment, North Investors Area,4,2,195,1500000
Duplex, El Lotus,3,2,205,1500000
Penthouse, North Investors Area,3,2,228,1500000
Penthouse, North Investors Area,3,2,228,1500000
Apartment, New Capital Compounds,2,2,145,1501500
Apartment, New Capital Compounds,2,2,88,1507852
Apartment, Cairo,3,2,147,1508000
Apartment, Ring Road,2,2,141,1514454
Apartment, Ring Road,2,2,141,1514454
Apartment, El Shorouk Compounds,3,2,139,1518259
Apartment, Zahraa El Maadi,3,2,145,1522500
Apartment, New Capital Compounds,2,2,120,1525500
Apartment, New Cairo City,3,2,146,1526332
Apartment, 5th Settlement Compounds,3,2,145,1530000
Apartment, Degla,2,2,150,1530000
Apartment, 5th Settlement Compounds,2,2,110,1534250
Apartment, El Shorouk Compounds,3,2,133,1534498
Apartment, El Shorouk Compounds,3,2,138,1534498
Apartment, El Shorouk Compounds,3,2,134,1537166
Villa, New Capital Compounds,4,2,488,1537915
Apartment, Mostakbal City Compounds,2,2,113,1540000
Apartment, Abou El Houl,3,2,220,1540000
Apartment, El Shorouk Compounds,3,2,138,1541227
Apartment, 5th Settlement Compounds,2,2,138,1549998
Apartment, 5th Settlement Compounds,1,2,83,1550000
Apartment, Cairo,2,2,96,1550000
Apartment, New Capital Compounds,2,2,120,1550000
Apartment, 5th Settlement Compounds,2,2,132,1550000
Apartment, 5th Settlement Compounds,2,2,140,1550000
Apartment, Al Narges,3,2,150,1550000
Apartment, North Investors Area,3,2,160,1550000
Apartment, El Lotus,3,2,182,1550000
Apartment, Zahraa El Maadi,3,2,185,1550000
Apartment, 6th Zone,4,2,240,1550000
Duplex, Al Hadaba Al Wosta,4,2,258,1550000
Apartment, New Cairo City,3,2,173,1557000
Apartment, New Cairo City,3,2,173,1557000
Apartment, New Capital Compounds,3,2,130,1566079
Apartment, Mostakbal City Compounds,2,2,113,1567017
Apartment, Shorouk City,2,2,125,1570636
Apartment, New Capital Compounds,3,2,140,1575000
Apartment, Mostakbal City Compounds,2,2,156,1575000
Apartment, Al Andalus District,3,2,164,1576000
Apartment, Mostakbal City Compounds,2,2,137,1578651
Apartment, South Investors Area,2,2,125,1580000
Apartment, New Capital Compounds,3,2,130,1582000
Apartment, New Capital Compounds,2,2,140,1585000
Apartment, New Capital Compounds,3,2,148,1585625
Apartment, Ring Road,2,2,119,1586843
Apartment, Ring Road,2,2,119,1586843
Apartment, Ring Road,2,2,119,1586843
Apartment, Ring Road,2,2,119,1586843
Apartment, Ring Road,2,2,119,1586843
Apartment, 5th Settlement Compounds,1,2,84,1590000
Apartment, New Capital City,2,2,124,1593648
Apartment, District 1,3,2,200,1599999
Apartment, Cairo,2,2,89,1600000
Apartment, Mostakbal City Compounds,2,2,90,1600000
Apartment, Mostakbal City Compounds,2,2,92,1600000
Apartment, Mostakbal City Compounds,2,2,92,1600000
Apartment, Cairo,2,2,96,1600000
Apartment, Mostakbal City Compounds,2,2,105,1600000
Apartment, New Capital Compounds,2,2,120,1600000
Apartment, El Shorouk Compounds,2,2,134,1600000
Apartment, New Capital Compounds,2,2,135,1600000
Apartment, 5th Settlement Compounds,2,2,135,1600000
Apartment, El Lotus,3,2,135,1600000
Apartment, 5th Settlement Compounds,2,2,136,1600000
Apartment, 5th Settlement Compounds,2,2,143,1600000
Duplex, Mostakbal City Compounds,1,2,151,1600000
Apartment, 5th Settlement Compounds,3,2,153,1600000
Apartment, Almazah,3,2,164,1600000
Apartment, 6th Zone,3,2,165,1600000
Apartment, El Banafseg,3,2,166,1600000
Apartment, Zahraa El Maadi,3,2,173,1600000
Apartment, The 5th Settlement,2,2,182,1600000
Apartment, 10th Zone,3,2,185,1600000
Apartment, 1st Zone,3,2,185,1600000
Apartment, North Investors Area,3,2,187,1600000
Apartment, New Maadi,3,2,189,1600000
Apartment, The 5th Settlement,3,2,200,1600000
Apartment, 6th Zone,3,2,200,1600000
Apartment, El Mearag City,3,2,215,1600000
Apartment, 8th Area,3,2,236,1600000
Apartment, Cairo,4,2,285,1600000
Apartment, Cairo,4,2,285,1600000
Apartment, Mostakbal City Compounds,2,2,128,1601082
Apartment, Mostakbal City Compounds,3,2,153,1602614
Apartment, New Capital Compounds,2,2,95,1603600
Apartment, Mostakbal City Compounds,2,2,142,1608000
Studio, 5th Settlement Compounds,1,2,82,1610000
Hotel Apartment, Cairo,2,2,100,1610000
Apartment, New Cairo City,3,2,146,1613000
Apartment, New Capital Compounds,2,2,115,1614000
Apartment, Cairo,3,2,116,1620000
Apartment, El Shorouk Compounds,2,2,125,1622000
Apartment, New Capital Compounds,2,2,147,1622500
Apartment, North Investors Area,3,2,144,1631000
Apartment, Mostakbal City Compounds,2,2,110,1633672
Apartment, Mostakbal City Compounds,2,2,110,1633672
Apartment, 5th Settlement Compounds,1,2,82,1650000
Apartment, 5th Settlement Compounds,1,2,83,1650000
Apartment, Cairo,2,2,96,1650000
Apartment, Cairo,2,2,96,1650000
Apartment, Cairo,2,2,96,1650000
Apartment, Cairo,3,2,103,1650000
Apartment, Mostakbal City Compounds,2,2,105,1650000
Apartment, Cairo,3,2,116,1650000
Apartment, 5th Settlement Compounds,2,2,122,1650000
Apartment, South Investors Area,2,2,130,1650000
Apartment, 5th Settlement Compounds,2,2,144,1650000
Penthouse, 5th Settlement Compounds,3,2,160,1650000
Apartment, New Capital Compounds,3,2,160,1650000
Apartment, 6th Zone,3,2,165,1650000
Apartment, 6th Zone,3,2,165,1650000
Apartment, 6th Zone,3,2,170,1650000
Apartment, El Hegaz Square,4,2,175,1650000
Apartment, Al Wafa Wa Al Amal,3,2,180,1650000
Apartment, El Estad,3,2,180,1650000
Apartment, 8th Zone,3,2,195,1650000
Apartment, Al Andalus District,3,2,195,1650000
Apartment, 6th Zone,3,2,220,1650000
Apartment, 5th Settlement Compounds,3,2,160,1655189
Apartment, 5th Settlement Compounds,3,2,160,1655189
Apartment, New Capital Compounds,3,2,217,1657000
Apartment, 5th Settlement Compounds,2,2,121,1660000
Apartment, 5th Settlement Compounds,2,2,128,1660000
Apartment, South Investors Area,2,2,130,1660000
Apartment, 5th Settlement Compounds,2,2,140,1660000
Apartment, Mostakbal City Compounds,2,2,104,1663000
Apartment, Cairo,3,2,185,1664000
Apartment, The 5th Settlement,3,2,164,1667000
Apartment, New Capital Compounds,2,2,145,1670000
Apartment, New Capital Compounds,2,2,129,1671000
Duplex, The 5th Settlement,3,2,249,1672320
Apartment, Al Narges,3,2,160,1674999
Apartment, North Investors Area,3,2,172,1675000
Apartment, New Capital Compounds,3,2,200,1675000
Apartment, New Cairo City,3,2,173,1678000
Apartment, New Capital Compounds,2,2,111,1680000
Apartment, 5th Settlement Compounds,2,2,125,1680000
Apartment, New Fustat,3,2,156,1680000
Apartment, Al Narges,3,2,178,1680000
Apartment, New Capital Compounds,3,2,198,1680000
Apartment, Zahraa El Maadi,3,2,141,1692000
Apartment, Zahraa El Maadi,3,2,141,1692000
Apartment, 5th Settlement Compounds,2,2,151,1693000
Apartment, 5th Settlement Compounds,2,2,125,1695000
Apartment, Al Andalus District,3,2,180,1696000
Apartment, Mostakbal City Compounds,3,2,92,1700000
Apartment, Cairo,2,2,96,1700000
Apartment, Cairo,3,2,103,1700000
Apartment, Cairo,3,2,103,1700000
Apartment, Cairo,3,2,103,1700000
Apartment, New Capital Compounds,2,2,107,1700000
Apartment, Cairo,3,2,116,1700000
Apartment, Cairo,3,2,116,1700000
Apartment, 5th Settlement Compounds,2,2,125,1700000
Apartment, Hay El Maadi,4,2,130,1700000
Apartment, South Investors Area,2,2,131,1700000
Apartment, 5th Settlement Compounds,2,2,136,1700000
Apartment, New Capital Compounds,2,2,137,1700000
Apartment, 5th Settlement Compounds,2,2,140,1700000
Apartment, 5th Settlement Compounds,2,2,140,1700000
Apartment, Sheraton Al Matar,2,2,140,1700000
Apartment, Mostakbal City Compounds,3,2,141,1700000
Apartment, El Banafseg 8,3,2,145,1700000
Apartment, El Korba,3,2,150,1700000
Apartment, Al Narges,3,2,152,1700000
Apartment, Nasr City Compounds,3,2,155,1700000
Apartment, 6th Zone,3,2,170,1700000
Apartment, South Investors Area,3,2,170,1700000
Apartment, Al Narges,2,2,173,1700000
Apartment, The 1st Settlement,3,2,180,1700000
Apartment, District 1,4,2,180,1700000
Apartment, 10th Zone,3,2,185,1700000
Apartment, District 1,3,2,200,1700000
Apartment, Ard El Golf,3,2,220,1700000
Apartment, Zahraa El Maadi,3,2,180,1702800
Apartment, Zahraa El Maadi,3,2,142,1704000
Apartment, Zahraa El Maadi,3,2,142,1704000
Apartment, El Shorouk Compounds,2,2,138,1704462
Apartment, Mostakbal City Compounds,2,2,113,1705000
Apartment, New Capital Compounds,3,2,129,1707954
Duplex, Mostakbal City Compounds,1,2,113,1710000
Apartment, New Capital Compounds,2,2,115,1711244
Apartment, Mostakbal City Compounds,2,2,113,1714000
Apartment, New Capital Compounds,2,2,139,1715000
Apartment, Ard El Golf,3,2,165,1725000
Apartment, El Shorouk Compounds,2,2,134,1726570
Apartment, North Investors Area,2,2,122,1730000
Apartment, 5th Settlement Compounds,2,2,121,1735143
Apartment, El Shorouk Compounds,2,2,134,1739550
Apartment, Mostakbal City Compounds,2,2,142,1740000
Apartment, 5th Settlement Compounds,2,2,121,1743000
Apartment, Mostakbal City Compounds,2,2,104,1745413
Apartment, New Capital Compounds,3,2,144,1748000
Apartment, New Capital Compounds,3,2,144,1748000
Apartment, New Capital Compounds,3,2,144,1748000
Apartment, Cairo,2,2,96,1750000
Apartment, Cairo,2,2,96,1750000
Apartment, Cairo,3,2,103,1750000
Apartment, Mostakbal City Compounds,2,2,120,1750000
Apartment, Al Narges,3,2,135,1750000
Apartment, 5th Settlement Compounds,2,2,139,1750000
Apartment, 5th Settlement Compounds,3,2,140,1750000
Penthouse, Al Tagned Square,3,2,146,1750000
Apartment, Ard El Golf,3,2,165,1750000
Apartment, El Katameya Compounds,3,2,175,1750000
Apartment, Al Andalus District,2,2,176,1750000
Apartment, Ext North Inves Area,3,2,178,1750000
Apartment, Al Nadi Al Ahly,3,2,180,1750000
Apartment, Al Narges 5,3,2,200,1750000
Apartment, South Investors Area,3,2,200,1750000
Apartment, 1st Zone,3,2,219,1750000
Apartment, 6th Zone,3,2,220,1750000
Apartment, 6th Zone,3,2,230,1750000
Apartment, New Capital Compounds,3,2,120,1755650
Apartment, El Shorouk Compounds,2,2,134,1756566
Apartment, New Capital Compounds,1,2,125,1757018
Apartment, Mostakbal City Compounds,3,2,182,1760000
Apartment, New Capital Compounds,2,2,129,1761842
Apartment, 5th Settlement Compounds,2,2,142,1762656
Apartment, Mostakbal City Compounds,2,2,119,1765936
Apartment, Mostakbal City Compounds,2,2,119,1765936
Apartment, Mostakbal City Compounds,2,2,119,1765936
Apartment, New Capital Compounds,2,2,147,1770000
Penthouse, El Shorouk Compounds,2,2,125,1772450
Apartment, 5th Settlement Compounds,2,2,115,1775000
Apartment, Rehab City Forth Phase,2,2,115,1780000
Apartment, Mostakbal City Compounds,2,2,122,1783750
Apartment, Mostakbal City Compounds,3,2,139,1784778
Apartment, New Capital Compounds,2,2,118,1785000
Apartment, New Capital Compounds,2,2,140,1785000
Apartment, Mostakbal City Compounds,2,2,119,1788000
Apartment, El Shorouk Compounds,2,2,142,1789000
Apartment, El Shorouk Compounds,2,2,134,1789014
Apartment, Mostakbal City Compounds,2,2,148,1789545
Apartment, New Cairo City,3,2,192,1790112
Apartment, New Capital City,3,2,171,1792226
Apartment, 5th Settlement Compounds,1,2,108,1796000
Apartment, 5th Settlement Compounds,1,2,108,1796000
Apartment, 5th Settlement Compounds,2,2,108,1796000
Apartment, 5th Settlement Compounds,1,2,83,1800000
Apartment, Cairo,3,2,103,1800000
Apartment, Hay El Maadi,2,2,108,1800000
Apartment, New Capital Compounds,2,2,110,1800000
Apartment, 5th Settlement Compounds,1,2,111,1800000
Apartment, New Capital Compounds,2,2,111,1800000
Apartment, Mostakbal City Compounds,2,2,113,1800000
Apartment, Mostakbal City Compounds,2,2,122,1800000
Apartment, 5th Settlement Compounds,2,2,124,1800000
Apartment, Al Rehab,3,2,127,1800000
Apartment, El Patio,2,2,134,1800000
Apartment, Al Andalus District,2,2,136,1800000
Apartment, New Capital Compounds,2,2,137,1800000
Apartment, 5th Settlement Compounds,2,2,140,1800000
Apartment, 5th Settlement Compounds,2,2,140,1800000
Apartment, 5th Settlement Compounds,2,2,140,1800000
Apartment, Mostakbal City Compounds,2,2,148,1800000
Apartment, Al Andalus District,3,2,160,1800000
Apartment, South Investors Area,3,2,160,1800000
Apartment, 6th Zone,3,2,164,1800000
Apartment, El Katameya Compounds,3,2,165,1800000
Apartment, Ard El Golf,3,2,170,1800000
Apartment, Maadi,3,2,180,1800000
Apartment, El Banafseg,3,2,185,1800000
Penthouse, The 5th Settlement,3,2,200,1800000
Apartment, 5th Settlement Compounds,3,2,210,1800000
Apartment, El Banafseg 11,3,2,220,1800000
Apartment, 10th Zone,4,2,250,1800000
Apartment, El Banafseg,3,2,220,1800001
Apartment, El Shorouk Compounds,2,2,135,1812760
Apartment, Mostakbal City Compounds,2,2,128,1813219
Villa, 5th Settlement Compounds,4,2,280,1815956
Apartment, 1st District West,3,2,235,1820000
Apartment, El Shorouk Compounds,2,2,134,1821555
Apartment, New Capital City,2,2,135,1822500
Apartment, Mostakbal City Compounds,3,2,182,1825630
Apartment, New Capital Compounds,3,2,152,1831033
Penthouse, 5th Settlement Compounds,2,2,115,1834000
Apartment, Al Andalus District,3,2,230,1840000
Apartment, 5th Settlement Compounds,2,2,140,1845000
Apartment, Cairo,2,2,96,1850000
Apartment, Al Rehab,3,2,108,1850000
Apartment, Cairo,3,2,108,1850000
Apartment, Cairo,3,2,109,1850000
Apartment, Cairo,3,2,116,1850000
Apartment, Cairo,3,2,124,1850000
Apartment, Cairo,3,2,124,1850000
Apartment, 5th Settlement Compounds,2,2,130,1850000
Apartment, 5th Settlement Compounds,2,2,130,1850000
Apartment, Cairo,3,2,133,1850000
Apartment, South Investors Area,3,2,135,1850000
Apartment, 5th Settlement Compounds,2,2,137,1850000
Apartment, Rehab City Forth Phase,3,2,139,1850000
Apartment, 5th Settlement Compounds,3,2,150,1850000
Apartment, Heliopolis Square,3,2,153,1850000
Apartment, El Patio,3,2,165,1850000
Penthouse, 5th Settlement Compounds,3,2,166,1850000
